robot_pos_x,robot_pos_y,robot_pos_theta,goal_pos_x,goal_pos_y,dist_sensor_0,dist_sensor_1,dist_sensor_2,dist_sensor_3,dist_sensor_4,dist_sensor_5,dist_sensor_6,dist_sensor_7,dist_sensor_8,dist_sensor_9,dist_sensor_10,dist_sensor_11,dist_sensor_12,dist_sensor_13,dist_sensor_14,dist_sensor_15,step,command_type,trajectory_x,trajectory_y
10.0,35.0,90.0,85.0,85.0,20.0,17.933661166718608,42.42640687119286,70.3554930190056,65.0,26.131259297527542,14.142135623730946,10.82392200292394,10.0,10.82392200292394,14.142135623730953,26.13125929752749,35.0,37.88372701023379,49.497474683058314,91.45940754134621,0,AGENT,0.674697626983427,0.7380942434018385
10.0,35.0,87.00000000000001,85.0,85.0,90.12351113981289,18.02540809904193,24.475039629390167,72.01535536536034,65.08920248986486,29.95744312430926,14.944765498646085,11.079285440824666,10.01372345997921,10.608486995849969,13.456327296063762,23.22820497343172,35.048032109927235,37.1297044854749,47.09714553622315,81.29871740701103,1,AGENT,0.6607658647778215,0.7505920809230655
10.0,35.0,84.0,85.0,85.0,90.49574516071647,18.168152308729894,21.622287076980424,43.64109354105088,65.35803817162856,35.209365220828815,15.8901572906575,11.378931811773302,10.055082795635164,10.42948912745802,12.86759565893167,20.957385325083997,35.192789784723075,36.50321194610307,45.03658480626084,73.35084863779396,2,AGENT,0.6622949097475815,0.7492432532378539
10.0,35.0,81.0,85.0,85.0,91.12186132092026,18.363911349037128,19.41278770093067,42.1576874895789,65.81023317622021,42.83657569731186,17.013016167040803,11.728276966140086,10.124651257880029,10.284151936652087,12.360679774997891,19.138808554309406,35.436279402580105,35.9945317782823,43.262379212492625,66.98582994008292,3,AGENT,0.6672749802461475,0.7448114531460317
10.0,35.0,78.00000000000001,85.0,85.0,92.01065353785265,18.615514479001657,18.001960829241995,40.8801775621098,66.45213866622692,54.87404265987041,18.360784587766638,12.134064100936472,10.223405948650292,10.170302658112654,11.923632928359472,17.655172821352743,35.78192082027602,35.59605930339429,41.73271524925815,61.793104874734595,4,AGENT,0.6737389934686026,0.7389693963080707
10.0,35.0,75.0,85.0,85.0,93.17485623690747,18.926705205876083,17.920739019183667,39.78365255269669,67.29295172665539,65.56088243770992,20.0,12.604724140102645,10.352761804100833,10.086289605801529,11.547005383792511,16.4267963170458,36.23466631435291,35.302013620305345,40.41451884327379,57.49378710966031,5,AGENT,0.680806372164087,0.7324634350059905
10.0,35.0,72.0,85.0,85.0,94.63160018144406,19.302282673643028,17.88905926991839,39.45260999672357,68.34504457548738,65.20099290138366,22.02689264585268,13.15086999890785,10.514622242382671,10.030921984828254,11.223262376343607,15.39769043222365,32.360679774997884,35.10822694689889,39.28141831720263,53.891916512782785,6,AGENT,0.687641657780626,0.726050239642349
10.0,35.0,69.0,85.0,85.0,96.40304942733259,19.748292234034448,17.906485149349983,41.35795418045148,69.62442458640687,65.02228151190641,24.585933355742394,13.78598472681716,10.71144993637029,10.00342792490868,10.946362785060467,14.527396712546805,27.904281096253342,35.01199773718038,38.31226974771163,50.845888493913826,7,AGENT,0.6817982782368502,0.7315402297845734
10.0,35.0,66.0,85.0,85.0,86.05076674509833,90.03085132417812,17.973256492728048,26.23314931206006,71.15135810289303,65.02228151190641,27.904281096253367,14.527396712546818,10.946362785060469,10.00342792490868,10.71144993637029,13.785984726817151,24.58593335574237,35.01199773718038,37.490074777296016,48.25094654386002,8,AGENT,0.6677773611786461,0.744361065543654
10.0,35.0,63.0,85.0,85.0,77.09412426048432,90.2782978634543,18.09029750045928,22.95252350158127,44.46945792981931,65.20099290138366,32.36067977499792,15.39769043222366,11.223262376343607,10.030921984828257,10.514622242382671,13.150869998907838,22.02689264585266,35.10822694689889,36.80117784833934,46.02804499617744,9,AGENT,0.6606662634588654,0.7506797508440607
10.0,35.0,59.99999999999999,85.0,85.0,69.99999999999999,90.77660645221376,18.25924820300443,20.451042599588437,42.87187078897964,65.56088243770995,38.637033051562746,16.426796317045827,11.547005383792515,10.086289605801529,10.352761804100831,12.604724140102636,19.99999999999999,35.302013620305345,36.2346663143529,44.116534490359236,10,AGENT,0.6645407129738368,0.7472520597497373
10.0,35.0,57.0,85.0,85.0,64.26274605718321,91.5327239230139,18.48252130726771,18.486917182233515,41.494881359498926,66.10696727773225,48.09734344744133,17.655172821352767,11.923632928359474,10.170302658112657,10.223405948650292,12.134064100936465,18.36078458776662,35.59605930339429,35.78192082027602,42.46922435327764,11,AGENT,0.670378427460556,0.7420193824931477
10.0,35.0,54.0,85.0,85.0,59.54555658464277,92.55736742986878,18.763388150366165,17.955103227735194,40.31064392067741,66.84698758823856,63.92453221499669,19.13880855430943,12.360679774997898,10.284151936652083,10.12465125788003,11.728276966140085,17.01301616704079,35.9945317782823,35.4362794025801,41.0489693814903,12,AGENT,0.6772496818210223,0.7357532660296685
10.0,35.0,51.0,85.0,85.0,55.61555051730122,93.86540214712217,19.10609959770692,17.898749574585487,39.29684690854949,67.79167932847713,65.35803817162858,20.957385325084015,12.867595658931677,10.42948912745802,10.055082795635165,11.378931811773299,15.890157290657486,35.20936522082884,35.19278978472307,39.826261341206546,13,AGENT,0.6843055223083858,0.7291954142328703
10.0,35.0,48.0,85.0,85.0,52.30667924526131,95.47638296264974,19.516050486764883,17.89163484995113,40.3689818881913,68.9551654730248,65.08920248986487,23.228204973431748,13.45632729606376,10.60848699584997,10.01372345997921,11.07928544082466,14.944765498646083,29.95744312430928,35.048032109927235,38.77749904288632,14,AGENT,0.6893386259257677,0.7244392719937086
10.80295672763063,35.89177379057287,48.0,85.0,85.0,53.63941426305634,94.62456736231975,18.297425727018698,16.774442145655016,39.168981888191304,68.0091284069716,64.19620487709946,25.093329318851776,14.53681214922117,11.460302596179949,10.817782122061507,11.968904119029684,16.14476549864608,32.362896174236894,35.94102972269265,39.76552068032662,15,AGENT,0.6982228634072655,0.7158804600038746
10.80295672763063,35.89177379057287,45.0,85.0,85.0,50.758633272255345,93.78972475696624,18.751156377082935,16.813844247538007,41.16524828199585,69.39024402366437,64.10822620942713,28.22948634296854,15.277687917944908,11.69303610208364,10.802956727630631,11.693036102083637,15.2776879179449,28.229486342968563,35.89177379057287,38.84897600557504,16,AGENT,0.7014967528594558,0.7126726497682084
11.651484865054487,36.740301927996725,45.0,85.0,85.0,51.95863327225535,95.62774368947954,17.47836417094716,15.672553039514039,39.965248281995834,68.47180378598816,63.259698072003275,30.44679722099563,16.477687917944916,12.611476339759855,11.651484865054488,12.61147633975985,16.477687917944902,30.446797220995652,36.740301927996725,39.767416243251255,17,AGENT,0.725368477766469,0.688360785825831
12.500013002478344,37.58883006542058,45.0,85.0,85.0,53.15863327225534,94.70930345180334,16.205571964811377,14.53126183149007,38.76524828199584,67.55336354831195,62.41116993457942,32.664108099022734,17.67768791794491,13.529916577436072,12.500013002478346,13.529916577436067,17.6776879179449,32.66410809902274,37.58883006542058,40.68585648092746,18,AGENT,0.7666655314811917,0.6420466983317195
12.500013002478344,37.58883006542058,42.0,85.0,85.0,50.58076000364211,87.31210494710832,16.664485967876193,14.605602407205884,21.524333820671615,41.058537590868724,62.4968196538647,37.446842857487134,18.680976305206592,13.849121206847736,12.517167345296256,13.260622538474705,16.820426616640127,29.035286419212916,37.6404149459274,39.87606149382286,19,AGENT,0.7665256625933436,0.6422136782923852
12.500013002478344,37.58883006542058,39.00000000000001,85.0,85.0,48.36778665741263,78.77635956001222,17.198662943832034,14.721264985338813,19.01550853680544,39.501268820589566,62.754948106465214,44.01175230693689,19.862717274464472,14.22367956014808,12.568866568643587,13.036874970243174,16.08451130472798,26.19675890614992,37.795879849886425,39.2032294481171,20,AGENT,0.7663683498473622,0.6424013950422516
13.432588156226709,38.34401453468038,39.00000000000001,85.0,85.0,49.339527497246635,80.35902875139189,15.808207404117251,13.53109895223945,17.815508536805446,38.071840381823314,61.9956038700267,47.295290225356574,21.34459386230654,15.28485046853374,13.506578607052786,14.009503212898782,17.284511304727978,28.151192590320314,38.55522408632494,39.99084826925413,21,AGENT,0.8293902285853471,0.5586697134507522
13.432588156226709,38.34401453468038,36.0,85.0,85.0,47.39580849510492,73.38587533829057,16.378095405318124,13.676894457482964,15.99500939830369,36.77773902389222,62.424535079728116,57.540607936502,22.852883946708584,15.754111426831996,13.600027057252516,13.814277750110875,16.603592074854774,25.70837331109073,38.8219774990722,39.433567133584894,22,AGENT,0.8238798141290756,0.5667645471186777
13.432588156226709,38.34401453468038,32.99999999999999,85.0,85.0,45.719995431120935,67.69702032742443,88.50137932028917,13.864280978158892,14.548254311071991,35.663258379656114,63.03341685760446,62.706003286649526,24.663285759266405,16.2991885729135,13.732680166213763,13.661348703060504,16.01652504526762,23.715466533623882,39.20064262889848,38.99702329447701,23,AGENT,0.8353716198552386,0.5496855980835179
14.438992837761218,38.99758137669841,32.99999999999999,85.0,85.0,46.49928454295794,68.85090388203783,15.514006385073579,12.623381856852312,13.34825431107199,34.300734220764326,62.3652489435517,62.04130602758651,26.511123715843905,17.520366464635728,14.761568527008706,14.684892723835251,17.216525045267627,25.492291391694902,39.868810542951245,39.66172055354004,24,AGENT,0.9467356385912715,0.3220118485726533
14.438992837761218,38.99758137669841,29.999999999999996,85.0,85.0,45.030528211162334,64.06053261324439,88.57927268696231,12.834403656979203,12.271893016336282,33.380688977390406,63.154350948108586,61.52880608889603,28.87798567552244,18.1999521580898,14.948345354045982,14.563586337775366,16.672712803417035,23.718639436918696,40.373267092899724,39.33408996911924,25,AGENT,0.9683562473188412,0.2495719901723177
14.438992837761218,38.99758137669841,26.999999999999996,85.0,85.0,43.76800878334974,60.047268564385284,89.96416689887388,13.089086803007742,12.130764716643716,34.19544269722197,64.14173876957057,61.19105020961723,31.8046145151602,18.98853177245594,15.182055524952824,14.483641069507671,16.20526050683403,22.232714186894196,41.00448365425615,39.1181696386653,26,AGENT,0.9634532219323614,0.26787663046289056
14.438992837761218,38.99758137669841,23.999999999999996,85.0,85.0,42.688167348925866,56.65333354891254,91.64824447237406,13.391530713380384,12.142581394098665,35.84689460011418,65.34243530809977,61.02332979433044,35.4996115633239,19.905573473199855,15.466254891328852,14.443942416081699,15.8054453853024,20.97609770837794,40.29097148916775,39.01094945475636,27,AGENT,0.9534045919679427,0.30169468675208855
14.438992837761218,38.99758137669841,20.999999999999993,85.0,85.0,41.772064055603146,53.76200612419735,93.65818246530227,13.746852500557745,12.18785976475596,19.83173057834658,38.867228968406614,61.02332979433044,40.29097148916783,20.97609770837793,15.80544538530241,14.4439424160817,15.466254891328846,19.905573473199848,35.499611563323846,39.01094945475636,28,AGENT,0.9416703940892971,0.3365365788375879
14.438992837761218,38.99758137669841,17.999999999999996,85.0,85.0,41.004483654256134,51.28521229567906,85.89955384324391,14.161417399283623,12.267226538914615,17.351643783282437,37.31233933792804,61.19105020961723,46.72556234962792,22.232714186894196,16.205260506834037,14.483641069507671,15.182055524952819,18.988531772455932,31.80461451516016,39.11816963866531,29,AGENT,0.9284797307568988,0.37138307658480685
15.580260657315401,39.36840176994835,17.999999999999996,85.0,85.0,41.394387289735626,51.772873374136445,86.71635594254484,12.776124576555343,11.067226538914618,15.157709327837587,35.83742303225564,60.8190831661099,50.41878259423822,23.99000304546962,17.48613532488745,15.628437915681978,16.38205552495282,20.48939824534534,34.318472889308794,39.490136682172654,30,AGENT,0.9900972846416765,0.14038292967871524
15.580260657315401,39.36840176994835,14.999999999999996,85.0,85.0,40.75716861324169,49.622784414692774,78.73680353989668,13.21073132359245,11.170586679837037,13.505746292098554,34.5499459893036,61.15478590109043,60.19750459686582,25.593376838420255,17.990535369091173,15.714702112355885,16.12987274309898,19.6384887616355,31.160521314630778,39.70811015692485,31,AGENT,0.9995169647101463,0.031077922334289496
15.580260657315401,39.36840176994835,11.999999999999998,85.0,85.0,40.247915284374464,47.769871062797414,72.28347444626719,13.714862707805045,11.307180012526322,12.208649606514795,33.440246096556464,61.66417046447128,61.98614420212846,27.50721945066266,18.57733090059896,15.84559663771829,15.92833294855204,18.905188152516374,28.606580975022325,40.03885611665527,32,AGENT,0.9989102029820236,-0.046673401187534415
15.580260657315401,39.36840176994835,8.999999999999998,85.0,85.0,39.859133850083396,46.1723519672234,66.97752557826888,14.299746329565657,11.479007865537673,11.166794126701001,32.48588280900168,62.35445683598969,61.38737872871689,29.818762594659876,19.258261279607396,16.02297678124745,15.774470566218714,18.27296121936509,26.506722644961652,40.487062530531176,33,AGENT,0.9962844029737994,-0.08612426133872049
